hcode,hydrocode,varname,propval,proptext,propname,propcode,entity_type
,8566447,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,4534445,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,6908363,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,8423702,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8504870,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,4506038,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6888856,aqbio_nt_total_icthy,9,,aqbio_nt_total_icthy,,dh_feature
,10067147,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8629175,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,8610717,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8674971,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8538635,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,4531755,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,9245836,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8549551,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,6910229,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,5909061,aqbio_nt_total_icthy,19,,aqbio_nt_total_icthy,,dh_feature
,8538463,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,9248402,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8502728,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,22340125,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8611541,aqbio_nt_total_icthy,9,,aqbio_nt_total_icthy,,dh_feature
,5908207,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,8741601,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8572807,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,22340291,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,11582400,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,9250452,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8573163,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,436456,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8577559,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8467259,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,22339495,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6885078,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8695041,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,4506040,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8466053,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,8526877,aqbio_nt_total_icthy,7,,aqbio_nt_total_icthy,,dh_feature
,19752997,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,22338787,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,19751223,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8423690,aqbio_nt_total_icthy,22,,aqbio_nt_total_icthy,,dh_feature
,10461611,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8521783,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,9251198,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,4528427,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8465411,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8449032,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8628937,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,166737358,aqbio_nt_total_icthy,7,,aqbio_nt_total_icthy,,dh_feature
,14365772,aqbio_nt_total_icthy,12,,aqbio_nt_total_icthy,,dh_feature
,6892058,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,4505556,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,6889812,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8550959,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,26815742,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8746087,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8623813,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,22539928,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8526125,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,19751777,aqbio_nt_total_icthy,9,,aqbio_nt_total_icthy,,dh_feature
,8629309,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,1088313,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,6891406,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8566891,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6888696,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8434004,aqbio_nt_total_icthy,16,,aqbio_nt_total_icthy,,dh_feature
,8465765,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,9245938,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8680025,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,19761290,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,8653166,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8675467,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,19762918,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8546061,aqbio_nt_total_icthy,17,,aqbio_nt_total_icthy,,dh_feature
,8548655,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8526929,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,4505798,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8524593,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,14640757,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8479768,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,434534,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6884544,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8611841,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8538835,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,8521551,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,6886564,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,9248108,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,9250754,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8724029,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,5895582,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8629167,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8402069,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6886800,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,8410581,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8523317,aqbio_nt_total_icthy,16,,aqbio_nt_total_icthy,,dh_feature
,8608929,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8566845,aqbio_nt_total_icthy,11,,aqbio_nt_total_icthy,,dh_feature
,8725757,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,6892342,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8573677,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8520605,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,22338769,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,22339471,aqbio_nt_total_icthy,9,,aqbio_nt_total_icthy,,dh_feature
,8502552,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8610245,aqbio_nt_total_icthy,9,,aqbio_nt_total_icthy,,dh_feature
,22340141,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8745573,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,8466667,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,5894528,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,8607239,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8460226,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,22540680,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8631591,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8466825,aqbio_nt_total_icthy,22,,aqbio_nt_total_icthy,,dh_feature
,6891922,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10482363,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10474631,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,1086775,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8626917,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6886052,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,8607427,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8550931,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,1088397,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8608691,aqbio_nt_total_icthy,9,,aqbio_nt_total_icthy,,dh_feature
,19752049,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8521719,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,22340433,aqbio_nt_total_icthy,12,,aqbio_nt_total_icthy,,dh_feature
,4539763,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8422882,aqbio_nt_total_icthy,13,,aqbio_nt_total_icthy,,dh_feature
,8577539,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6888432,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,4534763,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,6886420,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8441251,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,10053938,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8441087,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8523093,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,5908321,aqbio_nt_total_icthy,11,,aqbio_nt_total_icthy,,dh_feature
,8573327,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8527091,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8477100,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6909455,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8547095,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,4506592,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8609891,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8567143,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8623845,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8420664,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10064713,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,6909625,aqbio_nt_total_icthy,12,,aqbio_nt_total_icthy,,dh_feature
,22337985,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,9252302,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8700939,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,4506390,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8523055,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,6890154,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8611859,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8568195,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,22340341,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,8468321,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,5906869,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,11582036,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6891466,aqbio_nt_total_icthy,19,,aqbio_nt_total_icthy,,dh_feature
,6909861,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8652004,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,4508512,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8468789,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,8445558,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8524719,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,435902,aqbio_nt_total_icthy,15,,aqbio_nt_total_icthy,,dh_feature
,8410615,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8445438,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6886810,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,5896116,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8432704,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,10054612,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,8631699,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8441077,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,6909029,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,10061857,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,19753007,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8526863,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8624701,aqbio_nt_total_icthy,7,,aqbio_nt_total_icthy,,dh_feature
,9248062,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,5906863,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8611935,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8573155,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,19762412,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,5909165,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8524973,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8507520,aqbio_nt_total_icthy,12,,aqbio_nt_total_icthy,,dh_feature
,19761252,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,9888528,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8526179,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8674849,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,8502788,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,19752959,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8672151,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8413285,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8724501,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,6885956,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8448974,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8626933,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10065993,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,22338865,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8566821,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,22339791,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8611845,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6892076,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8647548,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8527083,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,8467223,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8548609,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,14639681,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,22539970,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,8680023,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,14639831,aqbio_nt_total_icthy,9,,aqbio_nt_total_icthy,,dh_feature
,19753155,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8506980,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10054614,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,8701365,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8522209,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,4506402,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6908561,aqbio_nt_total_icthy,14,,aqbio_nt_total_icthy,,dh_feature
,6883620,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8567101,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6892216,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8468815,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8546353,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8523455,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,9245346,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,10479607,aqbio_nt_total_icthy,25,,aqbio_nt_total_icthy,,dh_feature
,6891716,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,4505930,aqbio_nt_total_icthy,13,,aqbio_nt_total_icthy,,dh_feature
,4529591,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,19762428,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,9250504,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8445436,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,22340741,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,1086809,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,4506876,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8607113,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8538331,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8675051,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,8626945,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8401805,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8466043,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,10054908,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,8745857,aqbio_nt_total_icthy,7,,aqbio_nt_total_icthy,,dh_feature
,8628927,aqbio_nt_total_icthy,7,,aqbio_nt_total_icthy,,dh_feature
,932070098,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,4529325,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8522477,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8440899,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,10472643,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,6891646,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,14365254,aqbio_nt_total_icthy,15,,aqbio_nt_total_icthy,,dh_feature
,4509382,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8631219,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,14639519,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,8445014,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8522167,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8572713,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8745561,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8549393,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,5909047,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8507256,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10232573,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,4508986,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,22339549,aqbio_nt_total_icthy,19,,aqbio_nt_total_icthy,,dh_feature
,10066751,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,5908465,aqbio_nt_total_icthy,7,,aqbio_nt_total_icthy,,dh_feature
,8701481,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,6910339,aqbio_nt_total_icthy,9,,aqbio_nt_total_icthy,,dh_feature
,6891358,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,6910127,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8701497,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6885838,aqbio_nt_total_icthy,4,,aqbio_nt_total_icthy,,dh_feature
,5908217,aqbio_nt_total_icthy,7,,aqbio_nt_total_icthy,,dh_feature
,4506634,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8573693,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8724087,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,437214,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,6890062,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8567083,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8432656,aqbio_nt_total_icthy,16,,aqbio_nt_total_icthy,,dh_feature
,4506398,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,10482865,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,5893014,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8566895,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8547473,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,10479821,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,8573311,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,1086233,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10462507,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,22340111,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,8524689,aqbio_nt_total_icthy,8,,aqbio_nt_total_icthy,,dh_feature
,8468679,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,6885226,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,19753113,aqbio_nt_total_icthy,3,,aqbio_nt_total_icthy,,dh_feature
,1089087,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,1088711,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,14642423,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8548457,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8434068,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,8745555,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8550883,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,14362554,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,12048602,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,6891758,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,433742,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,10064709,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8526431,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,6883614,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
,8521219,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,6907537,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,6889294,aqbio_nt_total_icthy,6,,aqbio_nt_total_icthy,,dh_feature
,8628647,aqbio_nt_total_icthy,9,,aqbio_nt_total_icthy,,dh_feature
,10472751,aqbio_nt_total_icthy,10,,aqbio_nt_total_icthy,,dh_feature
,10461673,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,6887822,aqbio_nt_total_icthy,2,,aqbio_nt_total_icthy,,dh_feature
,8572731,aqbio_nt_total_icthy,5,,aqbio_nt_total_icthy,,dh_feature
,6891968,aqbio_nt_total_icthy,1,,aqbio_nt_total_icthy,,dh_feature
